,text,polarity
11140,i should say its giving him that sweet little feeling of being fucked,NEGATIVE
11141,i just go into these modes where i want to write then feel disgusted and do not what to write at all,NEGATIVE
11142,i don t feel like i m being pressured to do anything and i don t feel like making love to my husband has any connection to the assaults and rapes,NEGATIVE
11143,i have to admit i was feeling very skeptical,NEGATIVE
11145,i pleading to people and feeling distraught that they dont hear,NEGATIVE
11146,i started pin pointing faults at home and with relationships feeling left out and confused about my purpose in peoples lives that i had once been close to,NEGATIVE
11148,i were to stop there no doubt you d leave feeling dissatisfied,NEGATIVE
11154,i forgive myself that i have accepted adn allowed myself to feel uncertain and inferior the moment someobdy is looking at me as i do physical labour,NEGATIVE
11155,i feel as if im a doomed to fail b setting myself up to think that im doomed to fail,NEGATIVE
11156,i also feel embarrassed because i can consciously look at my life and see all the good things in it that everyone else sees but when the depression cycle hits even knowing those good things exist simply isn t enough,NEGATIVE
11158,i woke up this morning after hours of interrupted sleep feeling lousy mostly my legs,NEGATIVE
11159,i was feeling so rotten about it,NEGATIVE
11160,im blocked i could at least be doing something constructive my room needs a major cleaning for instance but i feel agitated if im not at least doing research for this story it does require a lot of research,NEGATIVE
11163,i feel a bit shaky at night lately i ve awoken with this,NEGATIVE
11165,im being a teenager people and if you feel the need to make sarcastic bitchy comments you can kindly fuck off,NEGATIVE
11168,i could understand if a survivor reading this might at first feel offended by my talking about abstract forms of rape,NEGATIVE
11169,i am feeling overwhelmed with excitement and anxiety as i prepare for my flight to florence in a few hours,NEGATIVE
11170,i left the hospital that night feeling helpless,NEGATIVE
11172,i feel ugly right now im still happy,NEGATIVE
11174,i start to feel my feelings for him how they still rise in my heart like the submissive tide that obeys lunar whims,NEGATIVE
11176,i reached down to feel what that strange sensation was and i felt something there,NEGATIVE
11177,i feel like the universe thinks i can handle and its giving me more and more suffering,NEGATIVE
11178,i did however feel somewhat disheartened at the end of tonight,NEGATIVE
11181,im feeling so angry because that was just wasted work from her side,NEGATIVE
11182,i feel so cranky irrationally,NEGATIVE
11183,i feel so empty in this body,NEGATIVE
11185,i mostly feel this as a cause of hateful memories of that girl who used to run the everchanging sailormoon gateway who i think is still making a name for herself by being stupid and mean,NEGATIVE
11187,i am not feeling fearful,NEGATIVE
11188,i feel the melancholy running my veins as well,NEGATIVE
11189,im feeling timid six,NEGATIVE
11192,i am tired feeling overwhelmed and it seems like i am being assaulted from every direction i am not always at my best,NEGATIVE
11193,i am tired of feeling unloved undesired unappreciated and unsupported,NEGATIVE
11197,i feel tortured by all this and im not quite sure how to handle it other then getting drunk non stop so as to not feel anything at all,NEGATIVE
11198,i am feeling very unloved,NEGATIVE
11200,i am actually considering buying them thats why i feel so unsure hehe,NEGATIVE
11202,i got back to my desk i just sat there and cried feeling so humiliated,NEGATIVE
11203,i started to feel resentful of the whole situation and that s when something clicked,NEGATIVE
11205,i don t perhaps feel the emotional connection to the issues as an american would but that doesn t take the enjoyment away,NEGATIVE
11209,i feel quite scared about my work life balance if i start to work for ken again,NEGATIVE
11210,i would really recommend taking this approach because the last thing you want is to feel disappointed when your little nugget arrives,NEGATIVE
11211,i feel like a very impatient mensa member at such times,NEGATIVE
11212,i just feel shy because i was just a sharia stream student who is now still struggling with european union policy and decision making thesis while those uncles there discussing trillion dollars projects in government lead companies glc,NEGATIVE
11216,i don t know if i should be feeling this way because it would seem greedy and not nice to expect someone to splurge on the spur of the moment just because i asked,NEGATIVE
11217,i doubt that anybody will find any black and white solution in it but it definitely puts a new level of understanding on what is happening on our borders right now and should make anyone hurling epithets at immigrant children feel ashamed of themselves but i doubt if it will,NEGATIVE
11221,i am left feeling rejected judged and deemed inadequate,NEGATIVE
11223,i keep going despite feeling miserable,NEGATIVE
11225,i also stop reading fashion magazine because it makes me feel ugly and fat,NEGATIVE
11226,im not a political animal but i think the biggest disease this world suffers from in this day and age is the disease of people feeling unloved and i know that i can give love for a minute for an hour for a day for a month but i can give,NEGATIVE
11227,i just remember feeling frantic desperately trying to say what i needed to say to q,NEGATIVE
11228,i hate even doing this because i feel like it s rude but i must say i love the blog it came from and this is no insult to the food photography because i enjoy it,NEGATIVE
11230,i make him feel unloved and unwanted,NEGATIVE
11232,ill start with the one about interlochen i see jonathan the boy who asked me out and was a freak and i used to like him until i realized how stupid he was and i sang a recording for him and i feel so regretful of the whole ordeal with him and yeah,NEGATIVE
11235,ive just been feeling so unimportant,NEGATIVE
11239,i was feeling frustrated at work wondering if i am living a life with meaning and purpose,NEGATIVE
11242,i was sleep was vey irritable and feeling paranoid because i work the oncology dpt of a hospital and feeling paranoiud cancer and through chemo,NEGATIVE
11244,i avoid saying fail because it makes me feel rotten and i know it is not good for my confidence,NEGATIVE
11245,i are celebrating this holiday with her parents and extended family but my heart feels empty knowing my son is alone and struggling with his life,NEGATIVE
11246,i feel paranoid but atleast now i get some comfort with dd she is the only person that i can talk to and not feel lie total crap around she is the nicest kindest most caring person i have ever met and i dont think that i will ever find anyone as great as her in my life,NEGATIVE
